T,FC,x1,x2,x3
1,4,6.618267924397805,5.185318243575489,4.8176135958116575
2,1,7.7839748562822555,2.9065934582026687,2.1003616872408273
3,0,4.334595032528178,4.580863270195493,4.931654919082063
4,4,4.606556736138056,7.616890582218538,4.448278874508389
5,1,3.190171751274422,4.15909790447617,4.761039724517742
6,1,5.8925190019705,8.21596827382515,3.1469264086230218
7,4,5.148173947631309,7.779687702515506,6.283327595727052
8,1,2.1437064917954207,2.2034469896425737,6.442550795531443
9,2,7.256022459582839,7.756453470920499,7.846814455619562
10,4,9.051808757055948,5.791643668711451,8.52453159757147
11,3,5.212548674602536,7.1146200407265425,3.497370825512016
12,5,6.294109384958327,4.040358078386875,5.154919658494007
13,1,2.826058843419619,3.4189943809012044,4.164043666005243
14,4,4.830188858391185,8.015752261224382,2.577620571755544
15,2,6.342312868718564,4.167140527609411,4.376112493474315
16,5,7.425371082497451,7.316583550592778,6.97243770102759
17,0,4.347139174563151,4.499510925813231,4.197593738113984
18,1,7.40828533994051,5.27231275077851,6.826804031333668
19,4,5.412921516522816,11.94150651594327,3.4651965307670505
20,1,6.561651552975329,7.225969578538938,7.0406420767640805
