T,FC,x1,x2,x3,x4,x5,x6
1,2,6.118660676830299,4.4421515041661825,3.5021754780238856,7.469148359894052,4.647421583598012,4.196594357816102
2,7,6.477737180315016,5.724630152815344,6.3243319291851465,3.2952145850292176,2.8051451845796516,6.543157530865425
3,5,4.040099608089362,3.199931869019972,4.554096267711771,4.721172051122836,5.783029534984279,5.389229801269421
4,9,7.675345217299294,8.934429444559036,5.597805676458284,7.291417780251398,7.617735589712821,5.155381827573932
5,7,4.691857866088977,4.063105610101084,7.237744430342569,4.254647089049682,9.72119421465985,4.069540634483422
6,9,3.2712510704816995,5.840440981143727,4.16337182852185,4.900969230425446,9.075448237292274,5.426638886857081
7,4,3.386920761311375,9.165078633890728,5.054615387996112,3.451676877294023,5.085982040153908,6.631050427123951
8,8,6.2231682171238,7.074845919979999,4.079544326856006,6.224686470853328,4.153833184935518,4.1982593347055746
9,6,8.541204598677108,5.223302842622104,5.764118466831269,6.039451373721992,4.9768047362301555,10.620749819767484
10,5,7.80511386117178,4.963765660545253,3.1626275540961024,2.2781947400410365,2.1051313641315024,3.819244787353332
11,4,6.572809957976184,6.405106844872538,6.591752660467796,2.0581699682908643,6.318612334914286,4.879929567692085
12,3,2.138940430799937,4.445661307803423,6.1333545256927735,5.978422067281594,5.845925965031995,9.109230922953401
13,2,2.47971211077245,5.908673552380455,4.1954606987330765,5.932290723125973,5.844675615869461,5.780423657938125
14,2,5.118761360636041,7.428062710280732,4.309125921046162,5.035662008422332,7.184841272499052,2.108384355724748
15,4,6.5381717816040865,7.065513515947822,7.6294621189185765,5.485201020433057,8.38065536347772,10.043564469375353
16,1,5.997171088124038,7.017926966931777,7.009788595008849,6.860014587664775,6.215183149646661,6.9933750264363885
17,0,5.923969358780088,5.044527075026285,3.324983620925126,6.126317651168832,3.074826207250854,7.088057988036834
18,5,8.161285880359907,4.85114864625507,5.19813258553613,7.037137147660041,7.597463588402476,6.812388734090739
19,0,6.906661138473714,6.039858105965201,4.099843884576323,4.670778674371489,4.490025221941949,4.224814256615982
20,0,3.7637692253414983,2.0507633794258964,5.529479652640738,6.9901057312587405,7.192571265361129,2.003102210803564
