T,FC,x1,x2,x3
1,3,5.403514143253505,7.654827941701898,3.1601531517251478
2,5,6.576073735107312,7.677471221291112,6.957048931068952
3,2,5.447222283708891,7.274316033071365,4.445701710709671
4,3,7.899154177759025,6.113976335496675,10.973953506085056
5,4,7.303786212465564,7.011465762755303,4.193174490044736
6,4,4.019634688297908,7.2498744098240735,3.0904731058836696
7,1,5.2660481403511,6.21186786936485,3.0731393889626726
8,2,6.514439295042435,4.116586249823579,4.928134238715662
9,2,8.410181482613698,4.038322168224328,5.24739993704117
10,1,3.824339013236559,6.212499304043896,8.143094318765991
11,5,3.9882122111677893,7.0299317298472435,6.64560196264781
12,4,5.334884339512412,6.060249803372801,4.98656153650048
13,1,6.840274903310137,3.522331172927627,7.160594927004418
14,4,3.5786758815673423,3.631210464099686,5.263234665398023
15,2,12.808093327425247,7.353279195364349,4.270116153072384
16,1,5.631038848367762,4.634624767677435,3.9314312289617765
17,1,2.3296227066682738,5.283752597908715,7.049665807017488
18,1,2.867247344266947,7.21771864087693,3.8195315649174266
19,0,8.26110090538737,9.856292523084464,3.192091261159625
20,1,7.5750896639727685,6.31099055752676,7.536429090871613
