T,FC,x1,x2,x3
1,6,8.634842709102164,2.422101679032618,6.777113878521832
2,75,5.003601930729929,2.7173364978946304,4.1628741848733934
3,26,2.1730321102416914,7.970284018593659,5.0896661982314555
4,5,5.736171933599043,4.933737941816369,6.784699184638167
5,0,3.28941898552413,9.377675446570693,7.319716760632445
6,0,5.120935380598629,4.936848222203757,6.91176256382952
7,0,5.051061954519852,7.763781589582092,6.065806009096457
8,0,7.885945536615294,8.123823494892502,3.6923086212932263
9,0,4.009208874534583,4.300811599096661,4.253759281589609
10,0,3.2482383306436184,3.8087403847928565,4.20755882773709
11,0,6.390117440623888,4.173603976199156,5.6585186396463225
12,0,7.340721486702733,6.596956947115672,4.650698931962439
13,0,4.205569176869636,3.1297954122255054,7.162605081003458
14,0,8.463536471491585,4.494900757337163,2.298406276146686
15,0,2.0674973638068668,7.498505648559984,3.6530094728840212
16,0,3.246163031224124,5.294342347360327,8.046814771781566
17,0,3.512430820451053,7.720999181881231,4.055772200982565
18,0,3.1254151411170876,3.436663496599478,4.1535613900392985
19,0,7.363213948458551,2.272074270820222,8.810708933025452
20,0,4.7052639446739635,6.527957757521116,7.1996125954137655
