T,FC,x1,x2,x3
1,2,9.130743959362134,8.60220419010082,8.46213731604985
2,5,5.424679217047691,4.523625733215929,5.984281198747607
3,8,6.101602138934381,4.299510246181091,5.005744141778724
4,8,3.12090232689655,5.464441758340017,8.565474085323768
5,7,7.58501801231433,8.679217249628092,6.635680183560103
6,5,6.00090949387213,3.657574569680571,8.229761451900488
7,2,2.436419956887996,7.230293375461501,5.140416093135397
8,8,5.085348704167298,8.073354874906167,3.16473377757889
9,2,4.530753311484439,6.173710349775216,6.551285645930205
10,3,5.95562649088264,2.4642799956813284,5.796624209722429
11,5,7.214082065883233,5.112418106269601,4.309021946020133
12,4,6.69321677824897,3.2195118950429897,8.832086309498381
13,4,6.119617047329558,4.6326670119305176,8.304143939716198
14,3,4.684427415364528,7.295205862206949,4.132845402477299
15,4,3.91415685469006,4.073987239381121,6.062553435575483
16,2,6.088587627466359,7.781482157446161,8.369628123530328
17,3,6.83041344018978,6.468131264159491,3.0337517607617497
18,3,5.73317320870253,7.235880366491866,5.69120584346091
19,1,2.4072797966467125,7.655417957792157,6.014612131125937
20,2,7.36241867550816,6.0744790726824345,7.288407274290436
