T,FC,x1,x2
1,2,7.49547864927825,8.138070437384574
2,4,4.0792044031931525,6.844963467739117
3,1,7.174366125447337,7.011444914401987
4,2,7.727750976996255,2.9505991903454216
5,3,4.013698958188388,2.036234482805134
6,2,2.0787261538137614,2.4595158200325753
7,3,2.931255708437379,7.928029047653304
8,6,7.990273109003067,7.371726302496793
9,5,9.038122329122029,2.0436731491955804
10,5,6.079372340542017,2.378704350535458
11,2,2.3251541393493573,11.190886857394187
12,2,7.623662417980406,4.0664367156746195
13,0,6.802658489598669,4.217373044488385
14,1,3.582952092183281,5.95021765389468
15,3,2.0012793684128085,7.1531744330358356
16,3,2.1742866167987716,2.203116825248656
17,1,3.158619651150554,7.183174863905111
18,2,6.5560416875884915,9.981976842589786
19,1,6.149924275186406,5.004261554480144
20,0,6.841849419793075,4.176019128241682
