T,FC,x1,x2
1,1,2.1561824279555477,6.660502705679988
2,7,7.327276091053059,2.5013555775159064
3,3,6.535680379436964,9.336760279542675
4,3,8.045548998190629,3.12880914667903
5,3,5.01863924946153,7.989691109744663
6,5,7.5087033933473055,6.798169224971137
7,1,4.045078184219602,5.0073298761080975
8,1,7.213549807238618,7.2348512381660175
9,3,2.166757437218809,4.048974184973579
10,2,4.6226010932384405,6.34225966086156
11,3,7.501699742143512,2.2795335430889345
12,5,7.502064790115494,3.5788236055122375
13,3,9.773470406398765,6.05161586516137
14,1,3.774378999408271,3.5513044607249347
15,1,2.146524934091609,3.2342271084952485
16,0,7.297187104451239,11.341455239746093
17,1,4.951554083011076,2.2034756782472003
18,2,5.450875875711294,3.690766060076192
19,0,4.077461274251867,4.249824785439365
20,1,7.873869914040566,7.89730996341934
