T,FC,x1,x2,x3
1,1,6.587322074558983,3.363596361230405,5.477811589966141
2,67,4.209332329835506,8.357940375028775,3.1275389406622462
3,30,8.038441240585087,5.056425491669564,4.208195423842184
4,10,6.330186257317918,2.2222035871808044,4.177949010713489
5,2,4.576575651801656,2.8977257854213576,7.2848285191706985
6,0,6.4853384106318215,6.223248629367989,3.4662140414333695
7,0,6.612778671351625,6.212908221340277,3.1306684327859706
8,0,7.30889420906694,3.3047929749149323,6.350941490373114
9,0,6.061321468873521,6.586327347408133,7.263500560595729
10,0,5.435402016217669,6.330612702237472,2.5418489887074256
11,0,4.5049862918214405,8.03046648790624,5.474814146012157
12,0,6.707531967870487,3.8246342622332348,7.051719220234657
13,0,6.325662561002272,10.257635210825818,7.211113751585257
14,0,8.215174462515131,3.0514104417474406,4.206673546873241
15,0,2.1376942592116657,2.5655160420034395,3.6375697039644423
16,0,3.4283291111038388,5.271733951539162,5.055316553272944
17,0,6.6665583203371295,3.077562478014248,3.3158623123775466
18,0,7.225722842348718,2.280481184419523,6.988684914300998
19,0,5.1721451406484675,5.003738580582158,3.427518710998888
20,0,5.64612603107939,7.07335161147559,6.15775758928347
