T,FC,x1,x2
1,0,3.4147275456508246,2.2140270690672406
2,1,4.283646864716494,6.8554565635215265
3,4,3.5977247353120196,6.430184272170702
4,2,5.381020039899196,7.181746366683589
5,2,7.030305310804939,7.0481007576310635
6,2,5.447648892116264,3.164568576898967
7,3,2.1215213397030976,6.326512114601783
8,3,6.260486735424623,7.268480623485576
9,3,8.238142589940397,6.791466348925733
10,1,7.119531016270291,5.028919727313227
11,1,3.3731531991059924,7.279551309055998
12,2,5.8387637913860875,3.1724660711742008
13,2,4.292491477112716,5.118223655103215
14,0,7.364550881146281,2.896137561489259
15,3,3.883462553415337,2.731409874201905
16,4,8.416415789871758,5.412569859482513
17,0,6.689325000401319,4.879325501862475
18,2,2.8740744158277485,7.968550391122969
19,2,6.236556753181853,8.661702126675543
20,3,7.891136948880504,11.51401952313722
