T,FC,x1,x2,x3
1,0,5.677731827848688,3.5346146391277418,6.8706010581308385
2,1,6.579537706986418,7.3773431771501325,7.372575753923364
3,5,3.2163384001409314,7.086642459059586,9.487596563037851
4,6,5.102763544346678,2.932701186601194,7.059666741507099
5,7,6.443991899900562,7.049641468976546,4.329260643938987
6,2,5.356815131258588,7.651116046640219,6.453902916628158
7,6,7.314265548392276,7.27414856389396,4.069775034292884
8,4,7.8014443606999855,7.454364066805469,3.6335000428047266
9,5,2.3695417440807156,3.028152441599832,7.9314644069441975
10,3,3.403820762071403,8.877345128031372,6.61833358753751
11,0,3.0688461480498797,4.296328514822984,7.852568453333445
12,3,5.698908146203223,4.953438901329015,4.072160862790882
13,5,2.279700465141764,6.759681573023267,3.150448884107462
14,3,4.098063039092522,3.1633418550798047,4.033914549321799
15,7,12.85836610863817,7.721485221318229,7.863329197786398
16,3,4.128413865757729,5.125660061397098,5.6570218861106305
17,5,8.583193219240517,4.402532182774329,3.991950302960614
18,5,7.0410838375761,3.5822964604351792,4.441376738252435
19,5,7.016297031048084,4.0973042982233325,7.051278873606365
20,2,4.123092425144182,7.368448336241622,5.648233464975968
