T,FC,x1,x2,x3
1,4,4.676549905938577,7.75694813814172,6.286050770032029
2,1,4.694559536821048,6.2780874799598045,7.202574611546148
3,2,6.262735123985991,5.221083241827219,8.431361509155197
4,4,5.991727797548723,8.014704010983033,7.306893509089195
5,0,2.0736016454772948,6.48519191031887,4.484109506776516
6,3,6.113245883618378,7.663087234372632,3.479075023014709
7,0,4.3564299553728905,5.108782154061684,3.1368304519255714
8,2,5.919143538193417,7.815610111365725,4.603420386027106
9,1,3.585358969759474,2.4723802940887283,4.403486269480604
10,3,3.876835219205943,9.073963454979143,6.884065896395361
11,2,6.299050265413841,3.035296917182762,6.5349594629725525
12,4,6.50803333831562,5.66478442392296,8.177434735846223
13,0,9.737361852456083,5.18387546043592,7.899072860666018
14,1,7.606488785419661,3.045171781200868,7.005322984179921
15,2,6.671314103838125,5.434819393512585,7.449543270581936
16,2,5.937071818820265,7.459835888993894,3.667980744319677
17,3,7.041575467889533,3.0520666959539438,7.230062924789869
18,1,4.992497260307207,9.022349439763502,2.5653538424974034
19,1,4.196372001899042,3.266586244924726,2.7746788414173897
20,2,7.246473720377308,6.04948226524016,5.082071310311946
