T,FC,x1,x2,x3,x4,x5,x6
1,39,0.0531,4.0,1.0,0.025913646956673524,1.9431294259876908,0.20439470543065663
2,26,0.0619,20.0,0.0,0.027026175246863106,6.043897152550914,0.0
3,8,0.158,1.0,0.5,0.029251724492600207,0.4212472738026509,0.2482108053422683
4,4,0.081,1.0,0.5,0.06326462722912171,0.231699950402106,0.1186324750783671
5,7,1.046,32.0,2.0,0.17762351417374211,10.36353151978356,0.9192248884190708
6,0,1.75,32.0,5.0,0.01984587978219593,29.24440906112899,1.390822110089041
7,0,2.96,24.0,4.5,0.519502934575972,6.526920861165623,0.6305879932281008
8,0,4.97,24.0,2.5,1.199356391690216,10.851236631800605,0.5111343433174709
9,0,0.42,24.0,4.0,0.21764105835167455,18.357034341631696,3.312581133002351
10,0,4.7,30.0,2.0,3.02360747738934,10.867483964644013,1.1511573299487268
11,0,0.9,0.0,0.0,0.856335549230773,0.0,0.0
12,0,1.5,8.0,4.0,0.1584245362724067,6.375964895631894,0.6384449039011422
13,0,2.0,8.0,6.0,0.5806987594560942,6.021404984431293,5.10545028111304
14,0,1.2,12.0,4.0,0.5396013095564475,7.3452708043574555,3.1545796008098934
15,0,1.2,20.0,6.0,0.26728168620833653,4.284847622247936,0.9890397159499071
16,0,2.2,32.0,10.0,0.9261798967069322,7.4185178791768,9.970654560733124
17,0,7.6,24.0,8.0,2.4681718029655406,1.4331813729458096,4.500627825201888
