T,FC,x1,x2,x3,x4,x5,x6,x7
1,36,0.0531,4.0,1.0,0.009694781483276238,0.7293654478988709,0.2403483064583598,0.028354523023182383
2,20,0.0619,20.0,0.0,0.006212228117792534,9.15489367286475,0.0,0.007270315629456523
3,8,0.158,1.0,0.5,0.10252444899142771,0.4967858256557819,0.3723123670582212,0.060901320830574986
4,5,0.081,1.0,0.5,0.05307042355535275,0.26049298759824147,0.32683688016430573,0.03190339041537351
5,2,1.046,32.0,2.0,0.372034142903736,24.183067177123462,1.1761567146065892,0.9289062622215546
6,1,1.75,32.0,5.0,1.6181682870531262,22.456367020665994,1.8560568850906056,0.34098208384751
7,0,2.96,24.0,4.5,2.5329243554140977,7.116103978212997,1.0078377658818094,1.3726980805487206
8,0,4.97,24.0,2.5,2.9867063856806975,20.639085865901652,1.5300615615563657,2.128989383670138
9,0,0.42,24.0,4.0,0.03665614281812016,13.892668890538165,1.9641121278967781,0.16116273805351314
10,0,4.7,30.0,2.0,0.8167266787857407,17.251861232958326,0.249125391490848,3.303254616168485
11,0,0.9,0.0,0.0,0.3622069076771063,0.0,0.0,0.30662238710641637
12,0,1.5,8.0,4.0,1.466211328766263,1.51878028929345,3.648774747264803,0.4752857026634123
13,0,2.0,8.0,6.0,1.5398469654594245,5.592872037586225,2.207469634997403,0.4957340611034893
14,0,1.2,12.0,4.0,0.5060010105746708,6.271013528923481,2.846281258289939,0.5180603767316855
15,0,1.2,20.0,6.0,0.5664853357660233,12.951938133654872,0.6496357658837564,0.22397992948092207
16,0,2.2,32.0,10.0,1.037820639694458,22.554362203814243,7.577995161655009,1.893912768273178
17,0,7.6,24.0,8.0,3.7255691740760857,12.669083410841775,3.310433152213318,1.3674651380165812
