T,FC,x1,x2,x3,x4
1,1,6.941483182514992,3.5496889943666012,7.355412444889958,3.2218104144964634
2,3,4.338120024718567,2.060805063664424,8.17398735496962,8.135441780576127
3,4,6.411257539021706,5.617840991890548,3.9783957156543934,4.173550554779726
4,10,8.89176519619926,2.5166137698207276,7.960344760598682,6.491410709973889
5,4,6.9186985288753124,4.108332539236837,9.156570352747885,7.453965827336805
6,7,6.457626212898219,8.298791315373146,7.808150662124681,2.1458868655854832
7,9,8.220552842979924,4.039921045969505,4.860614691469296,7.871312703313694
8,5,2.1808148541979926,5.636036165578118,4.173485906634256,2.2349115639975667
9,4,2.4300821125548926,4.5756950241818375,6.720808967793745,6.0163358101596565
10,10,6.899493393816762,5.87901195519132,8.113151770049871,5.162271150000022
11,4,4.111061461561663,7.652004808337536,7.722025437770481,4.236635268604131
12,6,4.156676327757328,2.38034597836245,2.159668548292663,2.0957296532466962
13,1,4.060700509265202,7.3682158984786135,3.203026980026144,9.357605936524761
14,10,7.567099259206618,2.1324219481075914,7.784778131110369,7.4312608258894555
15,3,5.235529094861687,5.322745248493744,3.2537399167050447,5.011268348458172
16,7,2.3474231764425255,9.046315192848926,2.106677500850987,8.258646265082605
17,4,2.465383710752171,5.043555642719283,5.207168724026411,6.41379614787054
18,2,6.409053388609472,5.356901460954312,5.432542696941858,5.441236128157663
19,2,5.6153015253079515,2.1247459661967567,2.9406097398411344,7.291643707688511
20,2,8.075167527651493,6.884378404217927,6.576057405913211,4.234857233490838
