T,FC,x1,x2,x3,x4,x5,x6
1,1,9.644326923150844,4.969709603831983,8.720758668883125,5.0646875610537725,2.434250481772642,4.563984097550869
2,86,6.411431186549997,5.3755353216216,2.5256381236149474,4.508771617106351,3.7941747028777635,5.382626959027126
3,19,9.892833996931914,6.027207590331002,7.0200773978352835,5.0090674614277875,5.259378592274471,5.2216778441181955
4,1,7.359772828696092,4.5155255867546416,5.042808563122829,2.978439960524732,4.345835195641342,7.666123696637536
5,0,5.251616410058547,6.6956848204483,3.0696829534433476,7.621298906624356,5.907578792582838,7.916959286411141
6,0,4.299241008643533,2.9564986048839343,2.497619381038595,6.371107322594264,5.793607074162869,3.911738213788568
7,0,6.932966789809734,7.216397455717554,3.4376730851832527,7.757246161194358,3.074406990471972,6.483760357248024
8,0,2.2029722035714876,2.5915453055842326,8.99404568560519,6.0529395690696575,6.185130456206282,6.774377728849047
9,0,5.533454717283939,4.06858575635942,5.551327198902311,5.343266976746357,7.273578737674171,9.978914299663476
10,0,5.6512403866605725,6.317194897962979,8.010434603437568,3.7060860534910267,3.5832601774565935,7.640444739263843
11,0,6.137463584086136,8.682377760387102,8.595269316660785,2.853278699135123,4.677889268452644,7.818260992225866
12,0,6.420824754470015,2.124016716940053,5.83364148740972,5.939206841190367,3.1970550529631074,6.306582399666743
13,0,8.478168212461958,5.292117193885651,5.160725328937686,4.378298149160019,6.157550637673831,5.2293596695873275
14,0,3.02074835181362,4.4302152221504265,7.151574722122269,8.823393063005858,5.819974777793854,2.300674665356546
15,0,5.359652493312486,6.4721860547407415,5.959392406054161,3.891413466841016,4.286693713655688,8.137592764068213
16,0,4.295530705392471,6.018879554930885,2.322937039624782,2.2641981817134935,7.4486621530457615,5.4307127242996
17,0,3.3654607153651246,6.476595645197669,4.069457763162465,4.96836384211861,7.046366218789989,4.049905961671429
18,0,6.107463551520508,3.275140515902867,7.64417330827212,3.6917197783908007,4.583914785907093,4.148912391336068
19,0,3.1628354355598796,3.477128688362628,3.8005841868930146,5.937250255492686,3.269780030176748,5.341869162671268
20,0,6.964494000123779,5.2167418415216815,2.7394828189005085,2.0143958714873915,7.822147028129659,8.945096773477827
