T,FC,x1,x2
1,4,7.068051526506523,4.004595784087242
2,4,4.264346007445229,7.523319902447694
3,10,7.0006827823459385,7.712319186010892
4,4,3.919201484383205,9.657086791801545
5,6,4.200559868939085,6.675128824151847
6,1,4.06747495078399,4.948205957396983
7,6,2.1971314292175905,6.403039801402767
8,8,9.44210640292323,10.445406788173255
9,8,7.198888156265267,5.935177185702526
10,1,3.410420890771954,7.0441327984901685
11,3,3.939802609889282,5.734121641990175
12,3,5.1014809983692455,2.685882722589572
13,4,4.105179382916634,4.841625691560667
14,1,5.389734822355108,3.0140276172403992
15,5,6.428325094440851,2.431919444975458
16,0,4.256378902846844,6.2223642985227
17,0,5.244451149835606,5.253735513554344
18,1,2.7010073908518213,2.401373076614037
19,5,6.971528376342354,5.727871985102153
20,3,7.13256674247945,4.945831835677825
