T,FC,x1,x2,x3
1,12,8.78490336727823,7.532912319368228,3.9847709415796246
2,10,10.325339253667781,2.023361428380335,6.0928692985176305
3,3,5.609696132052301,6.552960255323644,7.688276876061502
4,5,7.079113450125607,3.357778755801383,5.336249369349935
5,7,7.5771890653409635,2.490777227172468,4.0956569976332275
6,3,4.16827583717066,2.752936233015161,2.5040496263374674
7,2,3.3966815708255353,5.569637361775701,11.478612115802589
8,1,5.084185622887814,4.22581844968839,6.1286310263360555
9,4,6.1187102004767935,2.130515920031951,7.351190294916071
10,2,6.8950065762270265,3.7225858195271386,8.95466228145539
11,1,8.331752489916104,2.3029799429789115,6.066474333504143
12,3,7.283812947263676,5.609800025056949,3.8385777280752817
13,0,3.125543527957022,7.644872263000491,2.2989613377174316
14,4,8.466410044822549,9.112000372376558,7.184347393230564
15,1,5.707977547430571,6.07262917669264,4.944492103025525
16,0,2.1509031331225517,3.1734500082430803,3.8620095309272395
17,1,7.604306012876309,2.1854465312358524,4.303294210703099
18,2,7.824249467559226,10.13478959065225,7.745495239258904
19,0,3.3269817609987298,4.383744207375607,4.1925050042870255
20,1,3.308370232124471,2.0712053495220877,5.335739744951412
