T,FC,x1,x2
1,3,2.8657264899684254,5.329391648563166
2,1,5.209053819472799,8.769785123532094
3,3,5.05526044112386,6.6230761372265015
4,3,7.598443353721324,4.128910326132561
5,2,6.978124147593938,5.073030712163183
6,1,5.282835484862358,3.296833694907199
7,3,7.499655564835666,4.2984823964756735
8,1,4.892061305864735,7.492318998790582
9,4,7.114695900525021,7.215164302733347
10,2,5.04699107931127,4.284638247654167
11,3,7.427455295463838,5.947560042852047
12,3,8.177963268947487,2.670610164126419
13,0,7.323742654258379,9.447726455178206
14,2,5.851545183687482,7.282157995291784
15,1,3.9112367774929955,6.676553207931659
16,0,4.4915684466801284,7.286887658106326
17,1,6.269877972796067,5.119362711627549
18,1,6.622455527848727,4.043143797816955
19,2,5.80553454944509,8.686478105180033
20,0,9.36676508729772,5.548217028891709
