T,FC,x1,x2
1,0,5.110839905196068,3.642825589929242
2,0,6.202639733050626,5.379468897553229
3,0,7.515726310972819,6.639145110458951
4,1,7.184966549692437,2.1775962247895766
5,1,8.616285470137438,8.193635466448153
6,1,2.786749468350491,7.455562750499927
7,1,7.4348711521472035,3.113808888085926
8,3,2.571172576776055,6.988783982236073
9,1,2.9468660594588423,6.939796373031782
10,1,6.390784970876885,4.490561357097146
11,3,6.105761418120793,5.053076590906594
12,3,3.7785448598468987,4.115872376152999
13,1,5.645346944347387,9.472476721386615
14,3,2.259901914027391,8.01757036789922
15,3,6.697707051139247,6.604211467604362
16,2,7.1935851062404685,5.163244614857421
17,0,7.396491453254698,4.214881387463323
18,0,8.171309239789927,7.53535907409248
19,2,4.111161279157164,5.3152372769851635
20,1,9.028507865416652,2.0264160132657403
