T,FC,x1,x2,x3
1,3,5.608964509121602,8.56166484388305,3.9401673012462304
2,0,8.287135941071806,5.322213376613207,5.252587609248244
3,0,5.821797020931483,6.1482402688228825,5.798529390529098
4,0,5.273595592908219,2.160130833364785,6.309823397677075
5,2,5.3563982382137745,6.0565547173878285,4.28299614638642
6,3,7.264349981273804,8.606948553812414,6.0983028434539515
7,1,2.348693620181406,3.326473284539398,5.1076830022198
8,0,5.41603354887715,4.0569162981323625,3.109231455746448
9,0,3.9472632643084764,4.7980490202912875,6.85820899660676
10,1,5.479941927653639,6.516421960774839,2.6352061317661386
11,0,2.2209609374870354,5.885495002426178,6.145125422561306
12,2,3.0846128939193176,7.8905722154925,2.7119854797720255
13,1,10.040616135645038,7.035942247396959,7.144452364630672
14,1,6.032807392748007,4.336594542464314,6.2324913347830755
15,3,5.574497188963718,6.5672177441573165,6.109314411512036
16,1,2.7093323977424664,7.0188866815356885,7.846097112215086
17,0,5.534819162082005,7.964004068194603,6.593056764203115
18,0,4.1777498582035255,7.048131475454109,8.091482846050017
19,1,4.227107190979405,3.5019667570194297,7.589915774072439
20,1,6.657512025761033,3.04473371260973,3.7954529152575827
