T,FC,x1,x2,x3
1,0,5.273863977871651,2.061695988057185,6.959140856051283
2,0,2.0095942471113344,2.4887315276611184,9.266083079666913
3,1,5.895251901129064,4.132929526263334,7.101940983772656
4,1,3.8995690140751122,7.346626662842595,5.967247801093808
5,1,5.72723409457004,4.580841377538176,7.509197801247145
6,1,3.136836256401626,6.614602423487872,6.7393494050012785
7,4,11.549216608621794,2.2451831056574902,3.196335070058556
8,1,5.110088648664793,3.419833202663226,6.204420911624824
9,2,6.382064436459716,7.266689832813359,6.35907573260386
10,7,7.509156226049999,3.07621899501077,6.372910573786561
11,3,5.410421665893379,3.693299965295841,6.229582113360223
12,0,6.940113903287374,5.9580377918305905,7.139018775920873
13,2,4.525793453998114,7.536619147481247,5.225438138036627
14,2,7.872532911304328,6.466315033999976,8.0048375365599
15,6,10.853462813915822,5.660166287755104,5.465739031913463
16,3,6.656997050056899,6.826407751839264,7.375749546918467
17,3,3.037775635318226,2.7743015719858066,5.247018050937148
18,5,2.192414846139578,4.587767723533502,5.638985159932471
19,0,5.121286702198768,4.690235826640343,5.445399717352037
20,1,6.691392636007239,7.29188881430165,4.101281490049422
