T,FC,x1,x2
1,0,8.341181880366008,5.701474736308015
2,1,3.3617258059702526,2.6036609633872265
3,1,3.0436763911956306,8.767595944298927
4,0,3.638608123637183,4.38053615226412
5,0,6.772741720185962,2.6859535329981683
6,2,4.407556103494635,3.4350276625040417
7,1,4.57295314552739,3.9816171526732655
8,2,4.742246295914877,7.716633301039764
9,0,6.05288309280597,3.5142692368112884
10,1,5.703092118292449,5.034371228431039
11,0,2.013719770175197,7.686532470511378
12,2,7.442167001508215,8.87010640938988
13,2,7.449042433765379,4.112308477381162
14,2,4.205690828660949,7.9848247934960215
15,1,6.234927051743725,5.333643459902134
16,1,4.418104992956857,9.295898088668208
17,0,2.543193188772781,3.7433762824443773
18,2,2.4114044627738997,6.746087355615203
19,0,3.1415180171251307,3.5804025894908675
20,0,7.539493514824874,5.183448123781186
