T,FC,x1,x2
1,1,5.189691875777073,6.47883961378602
2,0,10.734680979980563,3.837257778000293
3,2,4.05537776096885,4.882854021369445
4,2,6.688972560413276,6.220168594687034
5,0,7.536434419237449,3.1011193377132833
6,5,6.959995580957864,7.198731869202109
7,3,8.261276384054142,8.539373501565986
8,2,3.229606263720499,5.760100920882644
9,0,5.395539733263914,4.30205855410484
10,4,4.477865384350789,6.582553963996449
11,2,8.62485704422814,6.41614982027634
12,2,3.8308115129460165,4.113590162289946
13,0,3.0880489601469687,5.806475167140679
14,2,7.828422155018738,3.31153780697759
15,0,8.09354844611263,2.4286439526015045
16,2,3.0504596210984536,4.746920595113085
17,3,5.320031077942807,3.3172050549896643
18,2,5.315181671268603,4.445347552795244
19,1,3.758065021524322,6.638377622748017
20,2,6.552636600617857,5.797045835361633
