T,FC,x1,x2,x3,x4,x5,x6
1,2,10.136815262167339,6.285537162566444,8.208795975478152,7.494391469061901,7.018202666509248,8.30844035376628
2,80,7.9198066930328705,4.277722289964571,3.867240442830148,3.3024607022715835,6.940444481800042,2.275389607486277
3,28,4.215787467664104,7.015156897055306,6.685478501557753,5.821622907263164,6.318138337332584,8.765117646522649
4,0,5.595945342549401,3.450438496274145,2.174571920728673,3.221102888913556,3.0496818869049136,5.140278979370008
5,0,5.021310505175476,3.8993084975716217,4.103786431779563,6.758086057976663,3.0693887438083625,4.0767790008404265
6,0,5.062782593798139,7.017693422384744,7.20849462836491,8.929974595514699,4.181002014187535,3.5052219808678737
7,0,6.213876757240582,7.204820557581999,6.05770597954797,7.885354438789591,2.4473862271233395,3.3148287584310117
8,0,3.803338076383876,5.8891655450974065,4.852826921849848,4.392110302931723,7.385704265727963,3.424414680835476
9,0,2.0940737530122497,6.40448202545862,11.173467954701572,6.866374033728791,5.496254750976083,5.451160474028833
10,0,7.548448960206767,3.5182098620934106,5.498430999891781,7.810113184125573,6.0734778628266195,3.5674674896756855
11,0,5.32253340810194,2.5255818826547944,2.1193645367817284,2.611054126298332,6.036656966372028,4.029682265263332
12,0,3.621112118815704,6.029198383310765,5.54701674528915,4.0842328963363075,2.3140919616677462,8.75876209610353
13,0,7.056021175507306,6.065096724816932,7.4294770694452765,5.350415248707625,5.752043481609451,2.475707364556174
14,0,4.694106053502754,6.738018295791029,6.900189860111872,5.535125165038226,4.5820105727721705,7.257939393084608
15,0,8.973811243785926,5.399746047765761,5.622864994202882,7.3234169125903135,2.997829909306646,3.0541190792757673
16,0,3.278825912890608,3.7993378397842985,2.8374694533682665,8.248245123811174,6.199692983549159,8.036450207716223
17,0,7.610659357155695,4.575737013216992,6.5059145401019345,7.9861184337900175,2.75755147114785,4.493758491050482
18,0,4.353427807043878,3.8431106149960135,4.012367103013049,7.319950486970116,4.554154174257704,5.060415924023995
19,0,7.460433291073192,5.879013930487678,7.044704339300368,5.123046205485182,7.525961588986562,4.526233830440187
20,0,8.193983941663166,8.247974565294424,2.24266554366135,7.89345069070227,5.042660360104884,4.028517570963567
