T,FC,x1,x2
1,6,8.517905857281551,5.3546240823003295
2,9,5.691958989506032,6.688462131202144
3,1,7.638611855790358,10.886994815489002
4,4,4.625481569424613,2.6200582477100305
5,9,4.892538026170925,4.801132096620439
6,3,3.815077304821632,4.3643056263450175
7,7,3.360121649647749,7.1265195322559185
8,7,7.384874234443805,5.200266235551535
9,6,3.472405866344555,4.061050668179618
10,2,6.087255436696539,7.514528326806696
11,6,7.35219582452397,8.1824534119794
12,3,5.073668170647507,6.256522848571114
13,3,5.553976609147419,4.160631622933438
14,1,2.564222935890245,7.839918293187302
15,1,7.03827653507233,7.222175762097113
16,0,3.100644990446839,7.521910603807525
17,2,3.348003326978745,7.31679602184591
18,0,8.014379826190178,2.625017166843143
19,0,2.1509855854831255,3.1929742991190757
20,3,7.263743879598552,3.7049025889167524
