T,FC,x1,x2,x3,x4,x5
1,0,5.013760382004774,7.449107206219079,2.8733534901092037,6.605089561341163,2.002763870302716
2,0,7.192980456670297,5.881426595632093,7.286002295383648,5.468551138792793,3.1659606754120255
3,3,5.465120956331128,5.638734737527886,7.5272457287603105,4.39354408543816,2.4966510057724287
4,1,4.11389188103398,7.448366926539684,7.8185617946901145,3.5749455841770192,4.561018248400917
5,1,7.132485892582297,3.975177459764284,3.8954248629238473,6.238943693143149,5.04329169610627
6,3,7.2068786803766365,7.18641790364621,6.413732960900526,6.62391435615899,6.054028216767845
7,1,4.677109642924241,6.672901690538368,3.542540118605993,7.319269079562637,7.068854524433693
8,0,8.893580358336404,7.117703129493667,5.221336988998809,3.8021861036603823,4.3072797093739315
9,1,5.460559241199838,3.3220816012139363,4.790209002740211,6.226774232359984,7.0258960985701515
10,3,8.468699218420458,5.339065445956734,7.432734908341645,7.846595829145001,7.075644608187161
11,1,4.919754036284936,3.799679474484445,8.141519274921022,5.134151370544455,6.419254243982972
12,4,5.7577719168903165,3.4494288857665047,7.062524418982856,6.732036255802138,5.172999939905949
13,3,3.5166382427506884,6.148574832527757,9.791681846829743,7.135812693702626,6.349748575526005
14,0,5.248944648422335,6.039727020246428,6.900405132242832,7.206039421353865,7.602189797930308
15,1,3.497091790685555,3.0083708949348695,2.4689061118714575,5.919221257950608,6.7502767945712465
16,0,4.319538961378693,6.932889909396494,6.039093770908901,4.448134678778635,2.2921131560808266
17,2,5.4795661403261215,3.3242618705237668,6.318827995575811,6.528038645395639,2.25028157275031
18,4,7.6433912557457875,2.04621426808253,7.686896826406231,6.454944520925111,5.1505009393095
19,1,6.0658331307972215,8.024203838000298,2.8889379695650423,6.984549353873639,7.019190058677945
20,1,4.5321002428632156,3.71072890818987,6.2487647195038605,6.2267837289645875,7.073095155793786
