T,FC,x1,x2
1,4,6.535503036952936,7.759996988053354
2,1,5.401499242943537,5.089163300436348
3,4,6.090298539783108,4.5204402108129464
4,2,7.337275391065066,5.290004356761475
5,2,8.379605504890737,6.097933732045679
6,2,2.0226504148602733,2.3460657160678045
7,3,8.10613548219384,2.503199161832712
8,4,7.747077121946184,4.158664491396125
9,8,6.12745856782297,4.356971498694035
10,1,4.498549437648742,5.02039275982427
11,4,6.235150939162418,7.065818613326471
12,0,7.16564546103387,4.833748357430105
13,3,6.755694578237294,7.449255220473947
14,1,2.203902887467325,8.465199523112961
15,0,2.9822576273928654,8.53679736693632
16,2,7.542536171806065,5.438334062388004
17,7,7.034518126919178,4.0568661675210596
18,2,6.779055161886198,3.9942113975021196
19,1,5.172241849680016,5.935604138101568
20,5,6.205553221071736,5.724700492134945
