T,FC,x1,x2,x3
1,3,7.619177014761846,3.870138160031197,4.269175913015066
2,5,7.960258389338809,7.958516859520931,7.040439005245573
3,5,2.443911510277745,6.2342147331148245,4.4790132421908515
4,4,4.936771489441067,5.174736891814549,7.812504392565458
5,2,5.22408933881597,3.419289640876417,5.431532894482262
6,5,7.882652686399156,7.160892631109254,4.02698886763875
7,4,8.569899205901422,4.123575611719081,7.396458916267667
8,5,5.86296755631647,3.4246173709214287,7.070648710780183
9,1,7.733965538811444,4.935221732100395,5.461854127037693
10,7,6.433851607532828,7.0518414317290325,2.1931684091216495
11,5,8.308244051970018,7.605483507373739,7.370705396388077
12,1,2.1999313342103,4.050254144169722,5.072578873677325
13,3,3.614365213067621,3.2850594324576647,4.299344209480257
14,2,4.7610228612476,7.11846193492288,7.774150252697687
15,5,6.005586046091759,4.98596837132123,6.139111973944498
16,1,8.149297708594116,2.3221917609044427,4.7754440549786406
17,5,3.0526647291979323,6.483306918413821,7.899475292011246
18,5,3.3880355159500715,4.691534911653802,2.020943576560142
19,5,3.0800114687306652,4.997963106429968,5.512400733455926
20,2,8.220246272862802,5.6099204764708315,6.422397730459057
