T,FC,x1,x2,x3,x4,x5
1,0,4.891093328190686,5.0025833961727715,7.35593794175637,7.747194106362638,2.3407208407124847
2,4,8.018651997572844,7.173864649368548,5.159405108216992,10.158960836114789,7.131034701169236
3,0,5.346962965403898,5.6834025795003225,6.602285884578584,3.0779991868036323,8.539572366636106
4,2,6.2479060286468355,3.150747636378537,3.2499459330144047,7.510677087113437,10.752594969980274
5,3,3.1435912523652827,5.254763055931329,7.175975911206609,5.736236903686312,4.990883061276865
6,5,6.506035342895595,8.494144196768357,6.000138832391541,5.75410307000291,5.476047249489724
7,3,5.3006966884087525,3.030687540454347,6.016240031132828,6.154973861649693,2.2537654693483913
8,4,6.084176724559119,5.127354244747904,3.213084940111014,7.05216971427078,2.76740119403337
9,3,4.0069352312615605,7.194418602508219,2.2935185816960493,2.585842932251971,7.572417394974988
10,1,4.254241669820283,7.471004576430213,5.306316237658036,7.273694167555843,7.624811708893658
11,0,7.252560587032129,3.7601151354941424,4.945736224528743,6.372600774102065,6.566387853974981
12,3,5.5371192579709465,4.2266002517510834,6.171901832061574,6.989152487971269,4.816349131624558
13,2,6.161240889729088,5.501233178186173,6.448457955965045,2.3320689072187983,4.345960840224792
14,1,6.102482740608136,8.265287626919145,5.561917344042888,7.181433284331684,6.470551827310542
15,2,2.653453553032796,3.657926419951506,4.139049803723484,4.044749416996731,7.108750444120481
16,4,5.4463640615762,5.605872664288989,6.710146339973291,8.834608774680461,6.503363533948978
17,2,4.776465728346689,6.084148965095436,4.203303630600351,3.3348020202391773,6.2771420346179845
18,4,5.723874761305296,4.7033282174958675,2.294394585033642,3.111713853877237,5.20775933554825
19,0,5.383594315187638,9.63815540363294,4.741574691075512,3.6257684044320095,8.573058705729917
20,3,3.5659330291295372,7.6454534629396855,5.008138777047855,4.314522542199437,5.127683292181478
