T,FC,x1,x2
1,2,4.004211942989088,3.813340865291754
2,4,3.282998980777821,6.500560349518423
3,3,7.919395690252992,7.389504969367267
4,5,6.105534400599533,3.244881941106548
5,8,4.335758794132719,4.700757257458769
6,10,6.464685037262144,5.013130427750754
7,3,3.0128008068601306,6.9296546868463125
8,10,3.0447582892500398,5.124183668660377
9,3,3.7419923850717574,5.800276782085598
10,7,9.066418694271073,7.813361998596473
11,6,3.1480756185885923,5.360891124417656
12,8,4.236438949031649,4.6191897394945
13,5,9.418228646307426,5.869162172673565
14,4,2.459926362357007,3.3851905471377153
15,7,10.404528802753031,6.434370883199822
16,8,3.3135197700330896,4.460360962538291
17,2,4.187817390196594,9.29187180682277
18,3,2.0840956663916153,4.598851920165644
19,4,7.466776728100832,6.088662263567102
20,2,5.412085641867196,5.082327883466605
