T,FC,x1,x2
1,0,4.578713050090327,8.03521359417176
2,2,6.570159946150378,2.1727137191600336
3,2,7.217316343752667,5.099119338117191
4,3,7.169937087563074,7.418696069038913
5,1,8.048805044689955,2.25096499924353
6,1,7.4716762068905105,6.593417332444748
7,1,3.3508190339158115,8.291138682097731
8,1,2.130039922665213,5.325984153549997
9,0,4.713200460372054,2.151034114212318
10,2,3.2543392552060193,6.368894816656471
11,1,6.3546419930823745,6.458264417832553
12,5,7.020065052203851,5.092863697435035
13,2,3.214995581269788,8.278742399173442
14,1,6.670385328703431,4.355913316758759
15,1,7.491675029089148,5.7967322546220945
16,5,2.0413575340708614,12.576091497095916
17,2,4.093773710807709,5.544892523432425
18,3,3.577590380315958,7.899796330562943
19,3,2.2466876132725044,7.151530624236908
20,0,2.000341022797259,4.428420054894128
