T,FC,x1,x2,x3,x4
1,2,7.386737795744678,3.3913352431982293,7.436050319076603,7.174839908077254
2,6,7.566328282881844,4.870584321675158,5.971263770026594,4.012459878646612
3,3,4.513505595731212,6.292643232161189,2.8166491299183583,5.285083393720445
4,6,6.130192870610543,6.7018223443504725,6.37361231502665,4.117963751062943
5,7,5.69931587583959,5.183229642347909,3.149018220349917,3.9296991397004675
6,8,5.234224217739318,8.80816511186766,6.426931339926132,7.685664085749957
7,7,3.400391592452041,6.7882596914905875,2.134208332535126,7.281102015060521
8,2,6.361130139886308,5.177425986116356,7.954651906663386,3.0606129952800334
9,4,5.06674874195911,3.81184326224961,4.630232880786162,6.020694540436297
10,2,4.62645777969824,6.465785434952354,2.1150679843020748,5.05933337849344
11,8,5.536481894355646,4.615498381842219,5.021402176370343,2.069492383556429
12,3,3.640786429643909,5.449263952028325,9.794641650730673,5.140043150367164
13,5,9.251473596655767,3.2042833727847304,3.1364337551065202,5.168892122729474
14,3,3.4740782287880743,6.379196311073266,8.194107804607938,8.04134230454023
15,2,6.408919950729177,2.7599460532681985,3.4575901703786394,5.481021860900669
16,4,4.0899866525977195,5.8978882327545845,7.85994725701486,8.185743289927604
17,3,7.049750373900666,6.017176663631088,3.023211078561425,4.180644033173901
18,3,4.174432352407047,4.11896421466486,4.332983204967455,7.065605965630523
19,6,7.31913183980051,7.48400388692931,5.186967692911274,3.3471002317430787
20,4,4.336645012100956,6.493233550748636,3.8373734817096086,2.0017113546958005
