T,FC,x1,x2
1,1,7.808154624553592,9.49398128085842
2,3,3.597391096520842,4.508581038093633
3,1,4.083513190800655,7.050613757918718
4,0,7.4055862044010095,5.6368086608370644
5,0,5.6981716357040035,3.5697042666560703
6,2,3.0804076681436707,2.786366340033956
7,1,4.210984660259417,7.61028363831667
8,1,6.143859827352299,3.8882860283035976
9,3,6.460023140077633,2.427430876871043
10,1,2.007542548288891,8.416855348661972
11,1,7.177542653213546,5.253093416932839
12,1,5.528559212893797,7.209277390219393
13,2,3.5652915200716104,3.509238694483149
14,1,6.099092464906057,8.110108594633326
15,1,5.028069257376935,7.928403204889217
16,2,4.018319857924843,3.408715985784924
17,2,2.262518546811708,7.735824637325958
18,1,3.1200460188942403,5.363420876312056
19,2,6.626078311681784,4.462881833974377
20,2,6.693043287091943,5.172354587232451
