T,FC,x1,x2
1,1,7.8376469710506225,4.243927435168318
2,1,2.524661772314755,3.097467844245694
3,4,2.2512114158189833,3.187577807341512
4,1,3.3272476619401896,4.736141941781414
5,2,4.858004121850337,4.272535411510762
6,4,6.4942119954559825,4.269622785220219
7,3,7.3593563004958575,7.37049968483279
8,4,7.507357571239917,4.407996962660816
9,1,3.660359128258293,7.45082015140704
10,1,7.7152341265288,2.0205381640687383
11,2,2.7827605337567594,7.167962347989204
12,3,5.0146529751493105,5.090288813634673
13,1,6.559633151202439,3.75594136225814
14,2,6.22667588497919,8.360993289412516
15,1,7.145892289903176,5.658479874287547
16,3,9.153579618414394,3.3305330154105866
17,0,6.871777183104055,4.478427565862761
18,3,6.384115506566355,8.531441642507879
19,0,6.284568233401846,2.0965523416779472
20,1,2.1866893189294414,6.179086612548557
