T,FC,x1,x2,x3,x4
1,3,3.136215204154625,3.0082330533638513,5.686196588652761,4.009558010256847
2,0,6.005792918802365,6.567121791422932,6.139910468363746,2.9688001435028495
3,6,8.814745224291174,7.501359573566948,5.400466156528845,6.467230130956964
4,2,3.4265879629978047,2.050812210069122,6.4485623496018505,8.728159659935368
5,3,5.339686444430476,6.2130718970648005,6.166526369888611,4.806463652637655
6,8,6.3200331575090365,7.233817044410306,9.684872440759285,6.156456680384126
7,1,8.334932064276284,8.980327587865844,5.421473404768981,4.71425933409263
8,2,3.587642714289222,4.699241971069097,4.406832806464851,3.954181585509095
9,2,3.422563383041147,5.06308895551992,2.080286451211691,4.484518866146326
10,5,5.556822591761257,6.283990074392947,7.386037643715812,3.1908672856717923
11,6,5.053296227492144,8.118267691333966,6.94522297361777,5.079472496047507
12,4,7.298382354082422,7.900835114741934,4.613536564769118,5.394755146948864
13,4,3.1187206951922883,2.424970998653289,2.9270940000927395,3.3404885959531008
14,3,6.562794154693704,2.758603613900273,6.191267860554139,3.4588530980021766
15,5,5.362412720170372,10.364559876669748,5.5392659829796065,7.668307705941066
16,5,5.807535436092191,3.087005225213208,4.740342035591017,6.042023907727901
17,1,6.341977485102533,7.119292155582705,6.182541416094925,6.221938335964218
18,3,3.614819411015361,8.503068806091466,6.711322661963427,4.672587431558448
19,1,8.620471608227097,2.1522730268347616,2.3221942409998277,2.848677589114973
20,1,3.184258920347224,2.009758029594996,8.226134792397367,2.951693825597261
