T,FC,x1,x2,x3,x4,x5,x6
1,5,6.170002602417512,5.979550932857611,3.5982527891642837,2.5410355752880522,6.965288328526919,8.855215555146373
2,4,6.576250569686391,3.277822786186956,6.125053701294122,2.5621807878083143,5.256112422262076,4.106770988196602
3,4,6.320380990274201,6.1888326671474605,4.495641184594719,6.196288060303404,4.841728934734164,2.3855493381012325
4,9,5.444935414268478,7.830161432400901,7.152508317561337,3.762636242894927,6.321252872596354,7.225523348211428
5,3,4.400258117745105,8.651100024155378,10.326574904432448,4.224761246855295,7.306496808383502,2.1173584322002923
6,6,3.179590858684661,6.779918738062457,5.840970598251782,4.558666948942771,4.203482143576875,8.67294004998746
7,7,4.401618882931886,2.1459114788750364,4.412931145889786,3.1364332726414093,5.506189464666724,6.346010980217342
8,5,5.565954876845673,8.042853711002884,6.481975199616129,5.516917144382975,7.1159218818627465,5.666822467798097
9,3,5.631963538193358,7.895539536676227,3.496792195671085,3.779092920945393,7.997189100216836,4.4469037026423095
10,6,5.703387232880685,4.1694553790610716,3.010821230264242,4.775671320163896,7.7711384709774975,5.668102385707163
11,6,2.5160294634146942,7.378338507572227,6.685104404390111,11.0711424374744,10.916497066800995,2.1533806404758473
12,2,6.530082845435745,6.7291803904824725,6.574721395555098,4.038756371731977,7.998940084044612,3.15598462955635
13,2,7.241944975691268,3.7297462703826696,6.720051960231105,2.178017512618256,7.396788298118728,6.226360386554488
14,0,4.659973658142827,8.55969916099452,3.1949401302048255,4.5840945381817075,6.047601001797465,3.109342730077864
15,1,5.161992531813327,3.6607019548119744,5.685018275678538,6.9663557834373036,7.272949157018762,4.667220375187575
16,4,7.671325369128813,4.622961589694138,4.517383783119196,4.094347919689281,3.3115752779560017,4.354642139587585
17,1,4.260526569430716,5.6654706757158335,7.374571305153951,8.007858650356459,4.660068032109605,7.602807766680349
18,1,3.5020579850243063,2.2788729396301206,2.9755961777021134,6.394929396505701,4.6335537651657095,3.7195420099014447
19,0,4.042209278947711,8.75992298141937,6.383094001381267,4.231934431268482,2.7733271885544593,10.307381693556742
20,0,4.8663531376251274,7.056211242319895,6.095665267452682,7.160702393976798,3.7010075338304196,3.8201929157091015
