T,FC,x1,x2,x3
1,2,8.459085575471939,4.337911980492367,6.8212033903881775
2,4,9.496990285220553,4.481458786904058,8.215693158096762
3,1,7.572336279662062,4.020200335664597,4.918751929680677
4,8,8.317963665913796,7.786205462279176,5.347316443727922
5,2,7.7721481764623865,5.742505659615145,6.273114442156151
6,3,3.0207937151463278,8.31395783014965,3.221226878062986
7,1,3.602491830243572,4.363685695682707,5.123569563000822
8,2,6.076344583222443,7.3711543063998795,3.546805624513704
9,3,2.271476841365375,3.410176861074014,6.151159275678315
10,4,3.75320414369798,2.3797746761417358,3.0259009230061262
11,4,3.8022272107873913,8.429404301848807,7.1533863958807
12,2,7.377238433558664,3.304111425216255,2.0746696044207624
13,5,6.357856119245575,8.988630593110097,3.4970271349050264
14,1,2.531771136513858,9.408061118909236,6.739167956716466
15,3,7.544155560794796,2.1314124630605864,6.998506785751001
16,3,6.075833365767854,6.251957840981837,4.545546854218878
17,3,7.11245430626717,8.296705411490752,5.361465185829493
18,1,3.1751920698384986,5.881027802804614,6.127701151664442
19,0,8.00092979002564,7.2508607930997435,5.22408746038227
20,0,7.648647367823608,2.398156479598364,7.8676331399484045
