T,FC,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10
1,5,5.599842634708475,2.136876506908147,3.291141200412742,6.435657554508209,8.54950524090383,4.574281696599179,6.366840915431451,7.21615088812155,3.2150338280695356,5.504849212084459
2,5,6.020869464866723,7.89109718898367,6.098594485866723,3.4640107151007418,3.2639560324607064,4.416125005560332,7.4042662445106835,8.147005947162842,3.5581640145309157,6.538277779065348
3,4,6.002252853103733,3.2292996148702473,3.905669192967226,2.608629296849143,2.229966580062706,2.2950905340175414,3.2226581616112933,5.08845573589599,6.660838962269655,4.513986684358467
4,4,3.570128126740433,2.1575365382870455,2.438562017503708,2.1401139177876374,6.327498390845334,6.230124023753715,6.306605672079583,2.7792736608156194,5.153575954034945,7.721177649056874
5,6,6.267343601639594,3.1101637904553856,9.623352195176654,2.307546513622871,6.244175628068538,5.435569128545588,5.142154559665194,4.721189477638595,4.0595416748648505,3.463693648008102
6,4,3.049634940900082,3.605511252777792,3.3902632872258773,4.142184994499853,2.8202371209202766,3.4721334364715295,2.8025213745053934,5.640103374638841,4.142443013304922,5.151669905759057
7,14,8.546343875937392,6.525237690368823,8.072635412191966,8.14099694219097,5.32023448800239,2.1241736897284103,7.411401498663154,7.159302218364562,7.13603430031501,2.5027842035255774
8,6,2.0810483154379,6.2376676793159,5.335206845430404,6.354185217333219,3.777016529441513,8.198038189910086,7.440635512445298,2.3975689507358333,4.443945990909052,2.4672785783530418
9,2,8.44913085162265,2.671087361768182,4.156160048289905,6.117169071464601,7.26861855547007,6.282708545875748,2.8759916031016903,5.045369479327942,2.005931356702795,7.011694001369288
10,6,5.668439398941654,3.4604707421361476,6.131518040924975,7.741021994188146,8.28535994015315,3.828143031540008,5.097423106120672,6.8419384135890216,2.0602079479393596,7.129049159576479
11,10,8.055267516985655,5.1894687900931835,4.378763050566192,10.911933998472062,8.992437006956386,6.9597924344532975,7.672153930254515,3.2373321103441794,2.8077128647751524,7.516411271525815
12,4,7.402616676206321,7.124405775622293,6.326858136871516,8.915412179622331,7.508720782115151,7.339145248935508,2.159955150670633,4.866370841165956,6.164883683529719,7.264985863077423
13,2,7.666436642592729,6.769693002013727,5.45077891364448,6.883589258700044,6.889685998800435,4.373741946824923,8.7473844257307,5.205159438379867,2.0014268505260353,4.000206345444877
14,3,5.433007429441219,6.316633521955695,5.391656271502029,8.596199089582477,6.157188147441326,5.252916488807873,4.052241235124394,2.2741786988741173,7.139715791816558,3.1006096025046457
15,2,4.3732427471423465,3.6337261785080135,2.00445552856817,7.683405600817945,4.668509673924526,4.979979405815979,5.967533936592213,2.5293617230685594,7.44818640961623,9.419153583912493
16,3,6.35155868684901,9.377733626089869,6.827334894728093,7.012138104875592,7.356706785836259,6.828355276907738,7.177666844451911,9.62501743009759,7.008125461729115,7.7638646623256165
17,2,9.783206476695188,6.548406206197216,8.891991406233805,3.2171485560415327,3.2189742264581533,3.55205649806833,7.6978031752550695,7.182888157436822,4.436682953435899,4.286249142805355
18,1,4.722041303760667,5.1842565176403275,2.0514984663910525,5.455135058581801,4.595362207005547,5.275516687602936,4.173135881483352,7.134224618398374,5.597107885483551,6.409649232212912
19,2,5.960689334950078,6.0622682115154145,6.551826188441782,5.128378530975864,6.083335280474989,3.7727732343056686,7.207423411477797,2.1931222541741633,6.300862662525354,3.2453223597077363
20,1,2.7935889969185235,7.1562145033523805,3.2186796213152173,3.2752479338043297,3.804233719835459,8.894923382449061,4.443687749895637,2.933349678600354,7.6521176724253746,3.415623683618617
