T,FC,x1,x2
1,0,4.104692982798149,4.168250046323338
2,7,6.3082606155234,10.692630651573507
3,1,8.548705226871386,3.909495920751752
4,5,6.4468913519116,2.091429683964611
5,2,5.295998517611357,5.821862099910302
6,3,2.484862057514412,7.296200425446842
7,6,10.943500292836184,3.3408971986295137
8,4,6.594554136620336,7.969075830249082
9,4,5.415591170280061,5.092326729174765
10,1,4.055637529326652,5.340205816992615
11,1,4.145306099726876,7.578488313229847
12,3,7.63652387290265,5.337080266794173
13,4,6.438567935101256,8.120858837057455
14,1,6.781467764634973,5.48239617029868
15,1,4.207994188747731,8.465177216051286
16,1,6.543918881265735,5.207431858756216
17,5,4.228581954939408,7.607722932258494
18,1,8.414631554409405,2.4219121317807555
19,1,4.4252969497372066,5.848777748654718
20,3,5.518987663672146,5.448538003069834
