T,FC,x1,x2,x3,x4
1,1,0.0531,4.0,1.0,0.026985177199867906
2,2,0.0619,20.0,0.0,0.011379465112674715
3,1,0.158,1.0,0.5,0.15285764672478888
4,3,0.081,1.0,0.5,0.009873292573630408
5,5,1.046,32.0,2.0,0.6636412844961386
6,8,1.75,32.0,5.0,0.21666974926501367
7,6,2.96,24.0,4.5,1.1110836964446147
8,5,4.97,24.0,2.5,0.8056247108408356
9,9,0.42,24.0,4.0,0.4160530164925005
10,6,4.7,30.0,2.0,1.022261965387234
11,0,0.9,0.0,0.0,0.4526616541139645
12,2,1.5,8.0,4.0,1.3330882057873075
13,0,2.0,8.0,6.0,0.3725861553324661
14,1,1.2,12.0,4.0,1.098463154708261
15,2,1.2,20.0,6.0,0.6852081360821985
16,1,2.2,32.0,10.0,0.4467321559252985
17,1,7.6,24.0,8.0,6.211938489403664
