T,FC,x1,x2,x3,x4,x5,x6,x7,x8,x9
1,0,0.0531,4.0,1.0,0.004212690211849077,1.4815226296212747,0.8421789747413845,0.03458374271662979,1.8181759053838094,0.296037578416254
2,3,0.0619,20.0,0.0,0.005940070578831385,1.5742256523943388,0.0,0.04093343689103689,17.52075692270452,0.0
3,0,0.158,1.0,0.5,0.13234318139158543,0.767936854744562,0.3783398579796373,0.13037210561275303,0.5079814070345269,0.0986388311362641
4,1,0.081,1.0,0.5,0.07902706804345314,0.2908570507174698,0.2616761130589587,0.061812159891593096,0.6665161009190708,0.19281591895106115
5,9,1.046,32.0,2.0,0.9426893651618166,15.024813031289575,0.9954042630193429,0.21551247502369322,7.024618563585975,0.5385940255906072
6,5,1.75,32.0,5.0,0.306880730401484,24.554209433654698,1.7964165308414244,0.22389611241610055,16.963809233688945,0.05360147674586868
7,6,2.96,24.0,4.5,2.612257894292005,0.9902047281659723,0.24294607026529025,0.6017282205070501,7.797192536390727,3.62992354549387
8,10,4.97,24.0,2.5,0.7342894623950255,12.005627296680252,0.916859222312818,4.925985298125982,18.38661319571139,2.266620295786652
9,3,0.42,24.0,4.0,0.3199674403259257,3.6829111916526607,2.25903460540959,0.1563902714968987,6.812791308299927,0.19911167177471478
10,3,4.7,30.0,2.0,2.503756678316323,9.520181107527069,0.19119991623135002,2.968895032631477,1.5245641716569702,1.6068515413268945
11,0,0.9,0.0,0.0,0.6672067090560176,0.0,0.0,0.6125579345775718,0.0,0.0
12,1,1.5,8.0,4.0,0.09739596981584236,4.253046717241624,0.9224781413714163,0.21513502449836386,0.5287633943926977,3.4247341616472924
13,1,2.0,8.0,6.0,0.29486518114122906,3.1696875532794255,0.06243084535016319,0.5812953355200285,5.361207670098769,1.3921851496907276
14,2,1.2,12.0,4.0,0.03422280150974468,8.35810861135673,2.778135357299455,0.6778799166951427,2.6709052852562682,2.8495387561565058
15,1,1.2,20.0,6.0,0.6025022651896278,0.16825768124207663,3.5056223747541684,0.2738123645159561,13.883327842173326,2.280584394135692
16,2,2.2,32.0,10.0,1.4805029339066664,27.984821087295373,4.2860744467565475,2.0031307393830438,10.432466179274318,3.5136592012646206
17,1,7.6,24.0,8.0,3.4864879656233057,0.29008889501306,1.9139628153226145,1.1796850257766498,8.797819817755684,5.798791571271744
