T,FC,x1,x2,x3,x4,x5,x6
1,0,0.0531,4.0,1.0,0.012938745895563503,0.015828146503670038,0.061658238025720014
2,3,0.0619,20.0,0.0,0.055646182256124076,15.388310728635402,0.0
3,1,0.158,1.0,0.5,0.0007420968964546117,0.33252476442418644,0.4945493273076421
4,2,0.081,1.0,0.5,0.059512408446714876,0.8217681832108933,0.006440375909619489
5,7,1.046,32.0,2.0,0.15691909409415,10.422049197095223,0.6231016320431455
6,5,1.75,32.0,5.0,1.0015879873914721,31.911936421626347,0.16777810637593482
7,4,2.96,24.0,4.5,0.592615369473084,8.402265854933379,4.457751826923748
8,7,4.97,24.0,2.5,2.4885850390782642,0.2829465563348794,1.2595921482270767
9,6,0.42,24.0,4.0,0.05817676250972045,17.741813870868537,1.5254567029364083
10,3,4.7,30.0,2.0,1.9544993471235632,23.322630311707357,1.0687274277034402
11,1,0.9,0.0,0.0,0.46793884488994153,0.0,0.0
12,1,1.5,8.0,4.0,1.460064250576607,7.469935619376378,1.6869680146186736
13,3,2.0,8.0,6.0,1.7336704060093948,7.356587096754445,5.72148971672974
14,1,1.2,12.0,4.0,0.7874650316165672,5.770889665725387,3.6962858391119404
15,0,1.2,20.0,6.0,0.9010937650857229,0.3246790206672334,4.838481779406663
16,1,2.2,32.0,10.0,1.384223872197375,6.462519129769653,5.891853010871309
17,0,7.6,24.0,8.0,6.497389798010311,17.075888920643933,2.6175564390995465
