T,FC,x1,x2,x3,x4,x5
1,4,6.903325019571072,5.124979914723472,5.161885596441591,8.929676401555534,3.1240084976227243
2,80,5.66659054989535,8.60400288116003,4.278247398329334,7.299761546142919,4.5225563279013965
3,9,4.07384330774894,7.223245023726863,7.387974046268179,6.21898057984202,3.7911109694018243
4,0,3.1504635962892835,6.202436630928844,4.563361942969761,2.598207527753529,4.685383864526883
5,0,4.194199895098185,3.691023266006371,6.0896314604477535,5.388012869325858,3.091841564017656
6,0,7.697921370178799,7.356328714381,2.1746745371410094,3.302473355711869,8.354296981593484
7,0,6.0031411957582765,6.441643052595477,4.201879998040427,6.7461431804300975,4.53535083476655
8,0,2.3252495181902506,5.229797733352591,7.604562493563699,2.821676941038268,5.1233001979184865
9,0,3.603518433894835,3.98822997428974,7.333966972575267,5.726684452488034,8.477222027839101
10,0,3.209140389317657,5.7615137536589,8.703902767865609,6.044387085747387,7.4793564725836195
11,0,5.375282630068059,6.71569631368809,4.5033764023514635,8.142684167993979,7.089213779415213
12,0,5.67620022461607,4.4196516081425035,4.633276325743809,7.072241936540184,2.590096949503927
13,0,5.113965614081128,5.692174404432107,5.172814154441632,6.302770370049133,6.436954156159449
14,0,2.1696941297008117,2.0497106934584584,3.7865351329722787,7.131437096178532,2.102785950749418
15,0,3.0593009493114622,6.840151523701344,6.899135898522678,7.6224118356003805,6.306960560052384
16,0,7.159956849757641,3.8875023245555544,3.1665350697658146,3.2823802923991607,4.124496757607012
17,0,4.086383775163888,2.199245761069845,7.7746618475168185,5.62809235388659,6.172940789506146
18,0,4.8707934572506835,5.56281062901365,8.990638044231218,4.707954905122013,4.587326226145414
19,0,8.739036418020394,7.264908336742371,8.133131315191294,5.356906903566989,3.7772271124308383
20,0,3.12294273568736,8.205859268280921,2.0721058079944954,5.796538061722828,5.856028470580711
