T,FC,x1,x2,x3
1,2,7.163135038525953,6.421832330458168,3.2422776491080416
2,2,3.8953469015429008,9.459544836768922,7.231575390775844
3,1,5.6905640949428,2.7152120658291525,2.9150777098081764
4,4,2.439129580355874,7.027877467553715,6.614079509683328
5,4,7.492603200060869,5.482683183268906,5.482460650089619
6,3,2.405169905762695,5.06661793689365,9.379917494543589
7,3,3.3936731830968805,8.162412354426408,4.414239468529024
8,7,2.5442074645060595,8.802192358581078,6.397978938698649
9,4,7.084747508379697,2.754496202060615,4.506619605248312
10,9,7.872837366509366,5.264355867844789,7.472360417232793
11,4,5.316208541785578,2.660130849816148,3.4750553333481378
12,3,6.444293141204771,4.380041670927424,7.664991183254772
13,5,5.95750317783746,5.853331443783321,6.037612118153572
14,3,4.698979823800093,4.975145798657811,8.183113290561323
15,3,4.227162629117189,6.275826750407466,9.100904883524404
16,2,5.145737398422527,5.3640793689560375,6.446804653218775
17,0,3.344884658800065,4.181869255669731,4.286454042817287
18,2,3.1766129534529317,6.3050588402344125,4.793101955415574
19,4,4.494941436031056,4.359534405444705,7.3774509492362785
20,4,3.569203311062828,7.491286312216765,3.5743990831897436
