T,FC,x1,x2,x3
1,2,6.568902270975181,3.000070378515112,5.895207069966931
2,3,7.938694816426869,6.490739609962636,4.228963108996852
3,6,5.531985723125407,6.522568790237393,7.331221276962687
4,6,5.190225282648427,6.210292142623459,5.992806640679131
5,4,2.440924951435146,7.307890361788649,2.0032549201852965
6,8,7.591736762765882,2.2738072741264377,9.139935914323008
7,7,7.395891898447326,6.7679263067596285,3.2955453683680815
8,6,7.240703533387136,4.845944446911684,4.05475241953988
9,3,6.650723778477724,2.307444883095064,5.033144452209682
10,4,7.969469238819062,3.6774888941327726,4.356338684716545
11,3,5.292998890150469,6.885063508427608,9.536245118201894
12,1,8.54229579643335,3.009761578661017,3.7776954388090296
13,3,4.922942940353716,5.829736795712554,4.51440210603855
14,3,2.3529161592870653,5.088156651144877,6.037363778330313
15,1,3.222453859260698,3.613025784490084,3.205649975920683
16,2,7.397402591039418,4.062676489062518,6.640191589711066
17,1,3.8200546339366284,5.24689457438596,7.103319118444892
18,1,7.079577499179983,5.31290766820165,2.16063539878721
19,2,7.8150933008173125,7.7495733239238325,2.3321342131658613
20,1,3.63260818236575,5.078951867064207,5.27517290870277
