T,FC,x1,x2,x3,x4
1,0,3.1536693614394915,5.059563536728733,5.170231023759223,7.264492736668352
2,84,4.596615091053255,3.236637623414568,6.6384562828341664,8.767515511730643
3,30,6.916052739316401,3.991112940271483,7.61384805569382,9.574658048887693
4,4,4.027832327866057,5.249230527061389,5.344168091997992,6.061377950475116
5,0,8.682529114311466,6.567746357878019,6.543667217210928,7.786669490456239
6,0,3.820892066889032,4.433914985676313,3.266085084915611,8.646649576455344
7,0,6.51563689439638,8.599662420431187,4.054243095285973,6.461421150670865
8,0,7.041969724417998,6.813435054317656,4.611762535898529,7.191872962792392
9,0,4.5391722385870725,6.061663893077418,8.244779107527494,3.5829830819990858
10,0,7.098525432456842,5.834424270159403,7.158938912405783,7.1819590808832166
11,0,3.431849915121979,6.595659726750289,7.20675709848922,3.757889292768697
12,0,5.591204421440826,8.341664255448716,2.440534059461783,6.107074252920661
13,0,5.070067214852678,4.139238003043114,8.594025528353189,2.5864178369563344
14,0,6.584132785002021,4.894679973687656,6.62468989030866,8.441732744985224
15,0,4.0697665641890515,8.78125066598875,5.336950799190575,4.0087194748264645
16,0,2.167402608564827,5.36643924084433,4.525330506510632,3.353722373118763
17,0,4.366206241458025,6.88241057998308,4.124019102143447,9.04829988345654
18,0,7.527057988358043,2.0427007465773555,7.651902916620541,2.5185464038257885
19,0,8.235398678498973,7.1574269381783955,9.256260805440261,3.5153972105748093
20,0,4.1861893474263345,7.366861773393244,7.237428346065335,6.92926743938953
