T,FC,x1,x2
1,0,5.289556083166972,4.224629068293622
2,1,8.175858860464952,4.659922663809383
3,0,5.659002503537396,2.6107071328897793
4,0,2.283210127800789,5.30129690155454
5,0,6.417820328330747,4.3370381062094
6,0,5.673042941502329,5.270875361612896
7,2,3.0435026242429783,5.292940100829334
8,0,7.3797570520645985,4.268903009594968
9,0,2.1284316815448854,8.569593950624673
10,0,4.844217063937666,3.742131457838948
11,0,3.4272863738247588,6.140940242299101
12,0,7.730524479439791,4.83485677801014
13,0,2.8057088312606107,8.496759204999947
14,1,8.009193318299278,4.933957401997814
15,0,3.488901774993119,2.1792274028548277
16,0,6.915730004063694,5.5195926871130965
17,0,4.274070989804543,6.3459348899424235
18,2,7.860426386648071,6.630592460258288
19,0,6.264070408107113,4.1181233919747715
20,2,9.321430304318506,4.400448256027511
