T,FC,x1,x2,x3,x4
1,0,4.5747970043954895,4.598428616446896,3.4668912157532126,5.795677014788764
2,0,3.5543281470073453,4.016472721365485,4.4412514494736435,6.2069944719183905
3,4,3.1221460887649273,3.0940449774563996,6.519524254599095,4.862713761465815
4,5,5.178747390644716,7.945866057158341,6.018074735333032,7.996789196530176
5,8,5.073702005733435,6.117250562959992,4.855791323921754,2.9490592330802414
6,10,6.382234981406564,5.174494515519342,3.759431254760574,7.938251108460453
7,7,5.035845694165083,5.088916511617381,4.340900020207932,6.196160336164565
8,17,5.427163820034316,5.756961683905702,6.165399777432377,4.4946639500543
9,7,3.3079966223146693,4.304268053604329,12.361453061997732,3.8776986715789246
10,5,6.45789069034351,3.5468268126406524,4.673215444606224,5.325244256640157
11,7,6.233012484151519,4.12912444210872,2.8806531764019345,4.135365045812772
12,7,7.059356423619641,5.267809419297863,3.480461942046077,6.700322859981622
13,6,5.746074743318862,8.263350268288194,4.237368529221446,6.937375930340098
14,2,2.085367490788305,3.1055509058467408,6.329234165624045,3.4956563232651123
15,6,7.134770426976015,5.448963252073691,3.9208814466290685,7.111789243564635
16,1,2.08309347235161,5.150927761884152,8.822392586719054,7.307971052823911
17,2,5.9668483370713945,6.408334612062129,3.8264879037764974,8.123055185153238
18,3,9.509849001929828,2.665925473559165,8.451192240012114,3.256351139867551
19,2,4.268877966980604,3.302211675374725,5.540088651729925,2.1431140621812395
20,2,4.465462689745867,2.598481452080387,6.362094786859154,3.244970541545831
