T,FC,x1,x2,x3,x4,x5,x6,x7
1,1,7.560087626016692,3.3515449300421523,2.360777667779,5.250140753395585,5.839214971633377,7.251527556628752,7.380713156471022
2,8,2.173522655385391,3.829018614775528,9.902589703987934,5.806351334748816,6.761850695333681,3.571973001912126,2.4142513401456656
3,9,7.331201705707145,8.33289494931017,5.325448994445727,7.241037715483578,7.836030194251114,7.170030622641662,7.587595790244723
4,5,5.925994867872429,2.2851576111179015,3.670831446637783,7.098071149002925,3.1257308186050325,2.709160832739233,6.200580587735435
5,6,3.5030186578730893,5.714826483335102,3.0675128346519633,6.1560603443958,7.352159760810928,2.5422739983890796,5.203263559247512
6,4,3.1136191897718017,5.179082517306213,6.631708121533856,5.034142143328886,3.2537704458072194,7.708599904101036,4.193042027604358
7,5,3.933645367963951,6.2036044486216495,2.034078033712607,7.092395352567332,5.4084346563172865,5.181017749323205,8.47188463276679
8,9,2.4999427501458444,6.563193663307439,3.0257969951906367,5.25174504597025,8.787902575646646,8.479722120647539,7.539769295392669
9,7,4.542783190642097,6.185450797420468,6.273702386398259,5.610861872065473,4.452920905057123,9.721610309609487,6.800609039054624
10,3,4.553639719034032,7.652308654634996,6.610592214555082,7.863192027180332,3.222581750659632,2.0195000870848365,2.391743674837295
11,7,7.619656352151059,3.276981459091212,3.164460420263078,7.3134159013328475,5.556467085071531,6.6565818036535775,4.067788769352006
12,4,7.987778996087567,4.94675239676095,7.092837723911048,7.036379305257819,2.7996838254693563,2.121788338199099,7.916500277866402
13,7,6.380412579310202,4.434265401974156,7.48807589840017,5.2870293289569625,4.2701470204465055,6.485438696519047,2.8632094954181726
14,3,9.29006456217865,6.448456273219296,7.027705258038619,5.2015695046729356,5.540446891308342,7.1645609200922955,3.1105538010654046
15,3,2.4662163577318417,3.7667686455867813,5.409948691272391,7.639809939138841,7.096999973961806,3.1541778709331174,4.400730096090079
16,4,3.0253399999115604,7.453494747696666,4.214870666561964,4.731653528961345,5.504980707929436,2.8368882596357867,7.960314291979367
17,2,5.573949434361951,8.947518211480403,4.572938343565251,5.855803920622315,6.038002148199191,4.9607928322820545,3.9215740977713605
18,1,4.327390392771395,6.745622693321963,4.878558385264727,4.521447934005804,4.936759928415253,3.547587629018426,4.7307959294272965
19,0,5.072553523566868,7.438830318149086,4.339185911397086,3.395349851793973,2.144378580844291,2.6398223090643747,6.254810449393846
20,1,4.109174832566875,5.314447828828588,8.965367474212485,6.2626079337481775,8.748551732635928,7.127388713650577,3.063842706504307
