T,FC,x1,x2
1,1,5.263652627757884,5.695573262945123
2,0,6.825527237972934,4.734165993020943
3,0,2.429180478617904,7.411659334220321
4,3,8.24212144808298,2.0569805901503777
5,4,4.734604015767448,8.340558374494737
6,3,3.9748016948846407,3.1282580538816283
7,2,4.0924463033549205,5.177338391927081
8,2,4.882610542258729,6.445311657839964
9,3,6.964495499961946,6.041795694721009
10,0,5.583589278333957,5.161830077160853
11,2,3.347731668435525,7.523422212513622
12,1,6.884886146833223,7.857111515778292
13,1,3.322397415349708,9.634451822885046
14,3,5.31731769408802,10.507195969355692
15,3,7.37719070437166,3.1780909349146444
16,6,7.310564742775702,7.154230230344973
17,3,5.625089330221705,6.782130116605507
18,2,3.1880842660249047,8.411356001538277
19,3,3.371684081424025,5.6331586252416646
20,1,7.14181688038745,3.35825024356163
