T,FC,x1,x2
1,4,2.2795090894274197,8.090745816972857
2,6,7.325459573229592,5.111921893422693
3,5,6.257719393332926,4.047734915099624
4,3,6.132436919957075,4.666996433751625
5,2,5.31371204142767,4.673586348179372
6,1,7.301577528246565,3.233830128056531
7,3,6.359194810322327,2.9995495708954447
8,1,3.307132772807006,4.839558751836391
9,2,8.041693516990279,4.763817866593953
10,2,2.412230423846697,4.271071589629393
11,2,3.0076423582891056,4.017090804522192
12,3,7.325537703124745,5.767319413810073
13,6,2.242379970972921,4.424147171879915
14,4,7.1727025255475265,5.422457272527576
15,1,4.028375836321578,2.0010579479202826
16,1,3.5028500569091916,7.063799075528395
17,3,2.8619038274445594,6.131889631533607
18,0,3.3255378156332767,7.714487078115762
19,2,3.0529595282793394,6.383683800980881
20,1,5.217923658448054,3.0371934529078732
