T,FC,x1,x2
1,1,8.663189794164118,6.0423054705975465
2,0,7.53405878542405,7.055966192275852
3,1,8.217344193919057,6.150487798812117
4,4,5.637895584018873,2.9952841309036993
5,5,2.0749208375465034,6.1881140652511215
6,3,5.78017152739519,4.745564331989462
7,2,6.259621335928354,4.321340902444453
8,1,4.020767151388018,8.585239169860333
9,0,3.257001045950824,7.543679975192614
10,6,4.542634493791128,8.258626136695337
11,5,11.518384511803763,7.441110768539669
12,3,7.130726587023215,7.04884426427114
13,3,3.634502454021892,5.600004474837638
14,1,5.959527385817455,5.030872637388027
15,0,6.036512927408759,6.353725445026744
16,6,6.038768066668349,8.527127313724181
17,3,5.727520464884234,6.1470292849431765
18,2,4.081958650446092,3.5404781992766883
19,0,2.525083324422939,7.858533778557287
20,2,8.870131644554084,6.421501905100084
