T,FC,x1,x2,x3
1,4,6.38293492318475,5.408732389351527,5.5037675794244825
2,94,4.120403236529265,4.011041453645032,7.647703688224452
3,23,5.2720368830208555,4.593661106610375,7.193402934349418
4,2,7.213387698482651,5.168919369504103,8.545240215357643
5,0,8.785189603143403,2.3446748368644843,4.174358710994343
6,0,6.087177445665947,6.462730040131519,2.7366212785634745
7,0,6.095063509558678,5.372546748037345,7.214372353387903
8,0,5.013821644028774,6.119101981776536,3.4572271640967216
9,0,3.079933297478609,6.240143366009861,7.9372955873691495
10,0,7.261880938964967,5.936303809993079,3.541163462338034
11,0,6.733248987632355,3.0147537215108615,9.035298139523462
12,0,7.201501716030917,6.058504335873427,5.333364660456428
13,0,6.0927798652461576,10.136791840394537,2.536237773023005
14,0,7.894745060497986,6.784456225515659,5.10306101603159
15,0,3.020857526309724,5.007033168168462,7.442801327682333
16,0,4.373635743505781,5.008304991547786,6.499740151328726
17,0,2.4205150723721256,6.701363558784363,4.280795438110042
18,0,6.367472910800362,5.445907512309036,3.368025271094435
19,0,5.026503561270238,5.175114735606583,5.366473669463977
20,0,3.0523125027683253,7.688564092382112,7.748294803630437
