T,FC,x1,x2,x3,x4,x5,x6,x7,x8
1,2,0.05,1.3,0.5,0.04273166588519737,0.28725776816164894,0.020349909577725755,0.04307415738765016,0.9275050430826295
2,6,1.0,17.8,2.8,0.09141238721496225,7.921336136692675,1.1877189028542114,0.9634873871079902,6.211399079932054
3,6,0.19,5.0,1.0,0.1027217900577432,4.348880404857266,0.4413281914412881,0.14945694424477426,0.6596760349928277
4,2,0.41,1.5,0.5,0.02683066711191435,0.33508295263163945,0.12756067782331793,0.01989246571609559,0.5464195653151638
5,3,0.32,1.5,0.5,0.2687983634738525,0.2548075136508266,0.019394997782817225,0.10942744824800808,0.39435177326850557
6,4,0.61,3.0,1.0,0.35943847688368036,0.7024740966347405,0.07297462527568843,0.3954291164014745,0.38244346282437536
7,2,0.32,3.0,0.5,0.08238086526227185,0.7487018154684804,0.167789841573243,0.30859148045813817,0.004129343697487742
8,2,1.83,8.0,2.5,0.19942536377882475,2.0741434801916707,1.5586992245190308,0.827418616041532,1.402293002933929
9,7,3.01,30.0,3.0,2.436030166706265,3.7878492616608748,2.429212589002063,1.8306382630404097,29.545506122412796
10,1,1.79,9.0,3.0,1.0412161091753638,0.2277575033177004,1.8452507986542628,1.6900436792924456,3.234421445422581
11,4,3.17,25.0,6.0,2.5525295966351877,24.43944444587682,1.3687651045600595,0.9809259870851754,21.690237484314398
12,3,3.4,15.0,4.0,0.42964453935757824,1.8451877525335187,2.760864178780894,2.5897204917471495,5.643645136848478
13,2,4.2,15.0,4.0,2.440235807809161,7.289569115828022,2.5212051747428808,3.3099573877801003,9.473361067714638
14,1,1.2,2.0,1.0,0.9919770912331158,0.8837014128392078,0.2823168232349116,1.146437258667591,0.4260349421305949
