T,FC,x1,x2,x3,x4,x5,x6
1,5,0.05,1.3,0.5,0.02064167182900083,0.7121628923024572,0.4687315529863081
2,11,1.0,17.8,2.8,0.5616852252251461,11.771945253046315,1.7103461848241246
3,6,0.19,5.0,1.0,0.013950301542661978,0.6886689873399593,0.15965437550708272
4,1,0.41,1.5,0.5,0.3001717998621392,0.6911230839033551,0.11027491067759948
5,3,0.32,1.5,0.5,0.1260027140768474,0.9805309732604488,0.4034741212627085
6,0,0.61,3.0,1.0,0.3444292429120856,2.18455970890003,0.6443043520498034
7,4,0.32,3.0,0.5,0.10119854284423245,0.3927407621352935,0.4917444765444643
8,2,1.83,8.0,2.5,0.6021481695650265,3.4191104916295894,0.09990236579318856
9,9,3.01,30.0,3.0,1.999345687681137,13.471331906376578,0.9266571087906573
10,2,1.79,9.0,3.0,0.0223920819610217,5.936068302003014,0.3997505496162611
11,7,3.17,25.0,6.0,2.3033231467292117,24.278223583582097,2.4520802572515255
12,0,3.4,15.0,4.0,1.5077322366342178,6.563973961725812,3.5839464873021045
13,1,4.2,15.0,4.0,0.24769144926102782,13.902565665535322,3.8889119602856543
14,0,1.2,2.0,1.0,1.0838909525315894,1.564768929653011,0.4400776523870178
