T,FC,x1,x2,x3,x4
1,1,5.587002783728221,6.419689434661581,6.315410158349817,6.641305530234368
2,5,3.3630834658412687,6.660530811339585,4.438214508840325,3.2716210357555693
3,3,3.001567189367142,12.075362318963418,9.278421084190736,4.522760742512411
4,4,2.1276136400068837,5.549772206353471,5.700635093488877,5.275436593677879
5,1,4.783694070189859,3.2786380934103274,5.096772633865058,5.496468925905522
6,6,3.1395825141765767,5.8259657578653625,6.730503281301072,11.176773633235255
7,4,4.0922194745759874,4.223521527441221,8.063741044271296,4.611503287840108
8,10,3.284713768512277,6.692739627149879,6.749464112157309,3.155823875972299
9,6,4.323523703593871,5.00486083345798,4.467772147611512,6.071190707680876
10,2,6.784417692629987,3.4864797536285046,5.3692859594646345,2.045559346546273
11,5,5.876389309757502,2.0116539619314593,5.622118904049074,5.722449948567403
12,3,5.561367381795713,4.532404322093233,4.109689439486936,7.775096386351018
13,3,4.091863247623445,8.600395616695877,7.199776118008201,3.1118792121230143
14,3,2.88882183882927,6.475715270896864,8.183199922279705,3.0991221164298928
15,3,2.1544574547865056,5.024740339962635,6.291797089886112,6.382381850602355
16,3,3.108198043506087,2.827811787361132,4.01792655971229,6.888282363255755
17,0,2.904559219535891,6.312008768065015,4.48533589567006,3.3945175963949437
18,1,5.337109822981657,5.6191935093366014,7.481567959505371,4.057975531553506
19,2,5.417796280155067,6.565738848225828,7.8510491248279655,6.028262063651442
20,1,8.052462714728524,6.247498267695349,6.059739667485637,3.5854072232223007
