T,FC,x1,x2,x3,x4,x5,x6,x7
1,1,0.0531,4.0,1.0,0.031506899966189286,1.6582651167521756,0.9852824976377749,0.001358720650552597
2,2,0.0619,20.0,0.0,0.01229624273742539,16.18811994445492,0.0,0.05061631014378773
3,3,0.158,1.0,0.5,0.10830651259936,0.9662005927030756,0.20626924337527458,0.03233707642166367
4,1,0.081,1.0,0.5,0.04905831600750294,0.30004032413886306,0.42753393199304407,0.0637796594179648
5,4,1.046,32.0,2.0,0.32366690024040484,13.59520375800031,1.0998439718365727,0.9502890113187163
6,5,1.75,32.0,5.0,0.8167364489477448,2.355527824250423,2.471509026032508,1.4927619773498784
7,4,2.96,24.0,4.5,0.5425251237686342,15.65479939979112,2.210429584637464,2.593997199191784
8,2,4.97,24.0,2.5,0.9620723451277057,6.197907567790963,0.6743161592776572,0.14372981829347622
9,3,0.42,24.0,4.0,0.2810772755861537,14.713617588552635,0.39415984675255356,0.06718281210074607
10,5,4.7,30.0,2.0,2.882132566975991,28.423828363757377,1.0488833455263535,2.180994267463545
11,0,0.9,0.0,0.0,0.7154894101587476,0.0,0.0,0.47422159904846567
12,2,1.5,8.0,4.0,0.18194969683428058,6.161358592596926,3.493370101232648,1.147336940556999
13,2,2.0,8.0,6.0,1.9377482852500234,3.3895944286459345,4.546140516245535,0.4407514104882868
14,0,1.2,12.0,4.0,0.7240498616965644,7.477736006951253,0.06437911459154044,1.081752303451391
15,2,1.2,20.0,6.0,0.012768823875721624,15.590305153539905,0.8688553281165812,1.1380023262702903
16,6,2.2,32.0,10.0,1.2494836515951215,8.870246018735351,1.8439927818120583,1.1078007153339353
17,0,7.6,24.0,8.0,6.077928444972754,10.469480033053564,0.21438748364091165,4.033891181303678
