T,FC,x1,x2,x3,x4
1,2,7.734700708849193,4.088696510009469,5.414584879560052,2.1198203076423305
2,3,5.731582568816908,3.3755056510656063,7.395591276219709,2.066431354615039
3,5,9.073351315962132,4.67100552668885,2.1354962739864374,6.583975547282747
4,2,7.075677890618838,2.291075857526488,3.3586323200204773,3.9867170001236736
5,4,2.7474541091978244,2.249887638856526,7.14481366770583,6.171990653747054
6,9,4.379189767156442,3.021070295655332,3.3586929072559535,6.222831252252789
7,8,5.959350298029129,7.026654216325685,7.308635180483391,4.061089346474759
8,6,7.679935796784563,2.0743611863364997,6.692188835906455,8.111414774149576
9,6,5.0980143436717995,5.0730223772360725,6.857614658297814,7.180920208273639
10,3,7.525340711262088,7.285167802289199,7.049632584995041,4.861088495803842
11,4,4.394280337922638,4.529361664112997,6.02756968660553,5.820688341430425
12,1,8.838045545128788,2.3890134169620225,2.0744795295537766,4.638793200395451
13,3,4.2233278254468125,7.0409450688451685,7.30724388725998,8.518424581539769
14,3,7.0608373296941,5.917616594225455,4.070454717994073,5.97340157982454
15,3,2.779538758650178,4.12316161459922,2.7302081956120583,6.340537630292382
16,3,6.17198321310972,3.9915161756263355,8.13388660575501,3.489571682500415
17,2,4.239704560863541,4.2891595476731,7.1973320577958475,2.50178364179957
18,3,4.16267069423008,3.200227592195792,3.1930346066494875,9.491059332466612
19,2,5.008264908181702,5.714169464807132,3.148510130740917,3.6593904820224004
20,1,3.913176867728806,3.4234355261805063,6.801741453335604,4.469604000314752
