T,FC,x1,x2,x3,x4,x5,x6,x7
1,1,5.017694154341186,6.3941078983797714,3.0694701687748833,8.160849438404124,4.655335171313732,4.655931193562529,2.2924290792487447
2,5,7.757940613873824,3.033820563556144,8.383650894657412,5.381185344445206,7.262443329283234,3.6513410741481804,3.8683173192631206
3,9,6.445224538639618,5.133217320369271,7.737512368375807,7.368677678045878,2.664094964770123,7.192657369153139,5.326337646940983
4,7,5.020743387820647,5.4168024043834375,5.044995751625994,4.144581141469746,3.2339941800678584,7.756969007541495,7.086476056212281
5,4,7.645821919355106,7.957349055798992,7.445833354367633,2.155687470663056,4.119839965394648,4.595602239326404,6.1258345479096645
6,9,6.37391112409033,4.52317368627322,4.8648611355796145,5.088582345192018,7.273249496216691,4.638473833287681,3.1074041230177465
7,4,2.2580550622919433,5.268548067232786,3.185981178461636,3.025107479290609,4.140480034743853,2.007374547096964,9.315231117124739
8,8,4.484715877874553,3.498919506037441,8.66800212184131,4.234363187157076,7.0451350358837965,8.128698365132305,4.805481171899192
9,10,3.2498986323887027,8.291481220511447,2.7367670319412434,8.678012075525809,8.191169843790949,2.629242025874592,4.1716827372237955
10,10,6.6278316999155145,3.1078220216683112,6.973097062275815,4.2545246639247125,5.494800149666854,7.800932813047973,4.937542992669833
11,7,5.2710150458286,7.012925306581476,3.929548375665049,7.840850886228587,4.671774879649292,8.307865348971596,4.926001162107815
12,7,7.995784506361314,5.639049991373248,6.995938053621106,5.20637754837841,3.864142644625923,6.171743486931014,5.041635216071143
13,4,7.886468198255386,5.117189855381156,4.570018888566595,7.0728365660609915,5.124574800657151,8.017669423891789,4.5292368877609865
14,6,3.495154671427936,7.909989644408372,7.749413482787159,5.515796393422062,6.0938779339953175,2.079979159800165,7.044438561932189
15,1,5.741614927221761,7.881106989351886,6.016330851955429,8.068304381422845,3.6165412447253242,7.632543120384861,3.113443574721998
16,2,5.006431181221556,2.376875848903066,2.3976210300013387,8.131115079485166,6.40912740735526,3.084954837150197,7.348174208751195
17,0,3.867280767532807,5.349233867198841,4.109118059989635,6.126795157281816,2.8472816425145506,2.1794399029294884,5.009796993920495
18,0,2.4521251085732665,5.340970227385409,7.92345799549585,5.388858115436633,2.5227023673809086,7.531636772240418,3.691724989061684
19,0,4.682714262124426,5.188165309485233,7.09045160060451,2.222809384729424,3.1572333354780846,3.691976933634331,4.953258142807166
20,0,8.112133164945671,4.6692160283286865,7.475838493685019,4.407740394706885,7.241076770966355,8.459236157506407,7.171574132093187
