T,FC,x1,x2
1,2,6.9737213354576735,5.985975576585959
2,4,3.364371441267547,3.656353563995955
3,0,6.103876950105688,7.969820833447887
4,3,2.003815648332744,7.723166487462849
5,2,3.9072200602407614,5.026338773653311
6,5,5.301257107339374,7.8022011069927215
7,1,5.532447635458355,6.227358066457329
8,4,5.784840103561294,8.424622656179565
9,1,3.215656490219074,4.031027899387849
10,3,2.65659594889384,3.9959519454597183
11,4,6.881732592612735,6.468317823814823
12,2,10.510220000592527,2.174300289125553
13,2,4.887165436928298,4.278822939323797
14,5,5.223591168195611,7.160954835679382
15,2,4.382259903881047,7.070205940256917
16,5,7.099233769931031,6.736506892521605
17,4,8.172979635813093,6.75269749101375
18,6,7.3979496893478425,3.0451828239019125
19,1,9.144760991827514,4.697233975624787
20,3,3.2970789386722923,4.723632510150578
