T,FC,x1,x2
1,1,2.8025734130751716,5.580828274945683
2,2,6.579714287267938,7.219172723688311
3,0,2.123590503053345,6.024350444014335
4,8,4.010614824067743,7.1431683555466385
5,6,3.0898517515027875,5.821853609340717
6,6,9.774805155235008,7.100813180168566
7,6,4.477480713057253,5.1103820815072565
8,4,3.3608009221708275,5.151849932127738
9,12,6.2416893950731875,4.3423634694361635
10,3,4.339336601184739,6.014037970735452
11,2,4.969053758158457,6.670245153236827
12,2,2.383331668729788,3.2554347425654493
13,5,3.2366865772265125,5.730552753269258
14,2,5.234036871020047,7.568962984345038
15,2,6.283856103911662,4.014666510524201
16,3,4.638039678500072,7.034983752777291
17,1,5.715429391951153,7.609422894717572
18,1,2.9330184931343775,3.749027799160061
19,0,9.801709825421415,7.023268014154087
20,0,3.700263239720026,6.341549688844635
