T,FC,x1,x2,x3
1,2,9.17022273676614,2.3031230134204166,8.335587112690611
2,0,7.790352007898493,4.667998286994445,6.236902001187173
3,3,6.673920802733688,4.3522596660718325,5.168363159987477
4,7,4.075247473007688,3.7280347211588305,5.244875309021289
5,4,5.514951371486479,2.0048547046792495,7.458337047993311
6,3,5.923574753682622,4.014941695702503,5.2709724362418635
7,4,5.260860615580554,7.502548786633685,4.60484579853293
8,3,7.986073743159718,2.5567884155724045,5.524837304040515
9,3,7.764376054598294,9.183930460562284,5.63451578858209
10,4,2.874663826595686,3.2661208791033465,7.908263696890038
11,5,7.45764157362783,4.11192138198372,4.073041124827022
12,3,8.96346351382369,6.315848320411253,5.081865852733452
13,3,4.481164673505347,7.010958993940574,6.176466557335394
14,5,7.4760046709618,3.242992227275802,7.637488290667042
15,2,7.141503043985633,6.161158676438333,6.411941823261548
16,4,7.058419724807623,3.3493459760249684,7.881428038136699
17,5,3.028787281757931,7.599189176415998,4.629982992232823
18,3,8.056943637548287,7.033833295011972,3.5612711108211
19,2,6.687320154403487,10.33156845289879,7.233445240345543
20,2,4.519015559878312,7.630807512823028,2.6287100987661454
