T,FC,x1,x2
1,4,4.038628640975817,2.6953664909031114
2,2,7.795940025670683,8.104816273826685
3,2,6.573411323750661,3.3887144222366885
4,5,3.4227176899222056,5.005512861548148
5,4,2.623017207658008,5.215427736128023
6,4,4.785314707361131,5.8025232223208025
7,1,2.116948546755721,3.0817884033686918
8,2,3.801104354849883,6.088436080928221
9,4,2.589518078687746,7.094755675399796
10,3,5.3398111934192265,6.236155491275288
11,1,2.02473858833767,3.446722330778451
12,3,5.464976752033655,5.050897882245538
13,4,3.1024709190478488,5.867259119308199
14,2,4.723960603129678,8.942664251140206
15,1,2.238649446362946,6.4304984071206
16,3,4.009208022646993,9.049419888950483
17,2,6.756559057747378,7.1219102591067704
18,5,3.525011065400412,2.468931170682786
19,2,5.782745476243279,8.818471443048074
20,5,6.959018035336597,10.481908143333635
