T,FC,x1,x2,x3
1,0,5.35033205952384,2.027623304337703,2.620201586930483
2,6,6.497018064151339,4.0546239790015495,5.235509223435088
3,2,7.748686279295627,7.863222654258955,5.78514003478532
4,1,7.439874950070928,2.389302149840662,5.0884989127553855
5,2,5.110940594585693,4.322312600131973,8.53750922186338
6,3,2.6632208629855634,6.226506815517689,6.311983317244815
7,3,3.203143760262721,4.912068333207048,6.673349966288361
8,4,3.732380061617686,8.344607160894633,4.887451329701466
9,5,7.018160602663681,11.178971225181655,4.056299529650256
10,0,6.557457335560118,4.1745933177476715,2.504530829392306
11,0,5.081654403934185,4.050253650626624,4.362784259614927
12,3,5.4971957530209945,7.394744566068248,8.785722894477885
13,2,3.5670962334429084,6.533829271131338,3.546058406019906
14,1,7.27195272003759,5.705788257080013,7.190626838994005
15,5,7.316015130103688,8.17693473432002,2.7028991800666597
16,2,7.900780475504472,3.249586168492063,4.898697468802499
17,0,7.3079959076984755,5.501599393602792,2.925003429270598
18,1,3.252761033456773,3.2423374039220545,6.322782533245544
19,0,8.44232244924179,5.421235749224918,7.51107567474732
20,3,6.683141129954022,5.112263701787786,2.554227222740724
